amount,transaction_velocity,new_device,new_location
9054.765944428444,7,0,0
2586.449242178949,7,1,0
7065.359849293397,1,0,0
323.9775650104752,2,1,0
5496.774380414144,6,1,0
8361.441403916937,7,1,0
8926.664394914878,2,0,0
9064.480307096412,5,0,0
7511.201967237059,5,0,1
8585.543390911687,2,1,0
474.03962307277726,7,0,0
4188.247932543282,9,0,0
2509.926552664307,9,1,0
2106.956875024902,1,0,0
7557.955874045057,5,0,0
5235.423593443502,1,1,1
2492.4065067465126,4,0,1
9636.563571121636,2,0,0
3996.0370116626013,4,0,0
8220.381992310658,1,0,0
1377.4874443873846,9,1,1
5460.71172526619,1,1,0
6655.32023475504,9,0,0
4325.130736234736,6,0,0
7225.446649238035,1,0,0
7618.5799571338885,2,1,0
4132.05059234515,1,0,0
8672.052462615236,5,0,0
3762.0736968730407,6,0,0
3930.5266231521273,7,0,0
4692.244666351753,3,1,0
2432.2803313109494,9,1,0
8181.967511565706,9,0,0
5837.853963320625,9,1,0
2814.9159007841495,6,0,0
5872.542769028582,6,1,0
760.6264395407295,5,0,1
4396.957736616482,2,0,0
1255.380185220636,7,0,0
6326.735247629859,8,0,0
6068.226305999304,6,0,0
2086.783688908813,3,1,0
3591.0726281572834,5,0,1
7292.781608729463,5,0,0
747.2276817066346,8,0,0
5547.996984588893,8,1,0
659.8654139229424,7,0,1
2730.350191928496,4,1,0
344.98902301043603,9,1,0
9611.092471519856,5,1,0
1615.2069188629612,1,0,0
3123.9936501332154,6,0,0
3857.126308733233,1,0,1
418.2774765021238,6,0,0
3116.7133939394653,5,0,0
9173.962618867805,5,0,1
8981.56235151273,5,0,0
7725.460733439037,2,0,1
5704.911089192756,5,0,0
3683.480872563741,9,1,0
9054.452913141076,5,0,0
8968.916214961058,6,0,0
9402.900111835326,3,0,1
7502.105099287786,3,0,1
5655.680504056198,2,0,0
9758.76227383072,1,0,0
9539.746484255847,1,0,1
3372.6767391572666,3,0,0
572.4697240615551,4,0,0
6719.016223972068,5,0,0
1541.9805171296412,7,0,0
7626.9622705494985,9,1,0
7766.365477812548,8,0,1
940.0966503809332,3,0,0
864.2302232361361,8,1,1
9848.563577633722,4,0,0
6640.0749419728545,6,1,1
6186.365167587656,1,0,1
524.2727249873936,5,0,0
5546.238245132776,1,0,1
8493.741870836837,2,1,0
5838.084029713544,4,0,0
8619.238353925039,9,1,0
2228.8570266025954,8,0,0
953.4851779517247,1,1,0
4566.139142328189,8,0,0
4193.51754367181,3,0,0
5206.433376108814,6,0,0
2894.050430339292,5,0,0
3695.4472593020264,3,1,1
9266.610375363329,4,0,0
9012.56852480498,2,0,0
2978.2459390755184,8,0,0
4725.948781648893,4,0,0
8973.185421953734,7,0,1
5232.1009655261205,4,1,0
6185.998452529448,4,0,0
1372.35104111183,7,0,0
9856.6480365649,3,1,0
3214.592849067641,9,0,0
2467.1177065612364,4,0,0
4489.970764563414,5,0,0
3489.0721155627703,6,0,0
3637.1921410223645,1,0,0
6367.740008525167,9,0,1
8953.116308495122,6,0,0
118.26813828818062,2,0,0
767.8746478055525,8,0,1
4465.597671849978,4,1,0
3236.335164683047,6,1,1
3349.0964692614384,7,1,0
8773.233402722952,4,1,0
5339.276308843452,3,0,0
9219.523607880938,2,0,0
2447.456537357045,7,0,1
4109.864301626719,2,0,0
4613.17989264693,9,0,0
153.79095141126112,6,0,0
9295.99615103578,2,0,0
1157.2198791446433,7,0,0
5057.471200754093,6,0,0
5207.873932028895,8,0,1
1740.2866804010516,7,1,0
2855.5565388309014,8,0,0
7711.962127746065,4,0,0
9149.31055167032,6,0,0
5543.004301169195,2,0,0
3573.965733668957,9,1,0
1512.6647421242465,3,0,0
6009.163435732197,6,0,0
666.4293078892401,4,0,1
1827.4620236477585,1,1,0
1772.1059951971708,2,0,0
7942.311640810257,9,0,0
6443.555436957768,9,0,0
6338.961810501338,3,0,0
4727.427102367874,8,1,1
1779.3356872764189,5,0,1
8326.101981596214,9,1,0
6282.724891014169,8,0,1
5144.75499670651,3,1,0
2630.0178025552527,2,0,0
2844.9212989292573,5,0,0
9026.503537728871,9,0,1
9308.26568277961,7,0,0
192.0360382589818,2,0,0
4691.919813521322,3,0,0
5491.850555772196,4,1,0
2601.640099978612,4,1,0
6678.901807825062,8,0,0
7410.278491364503,4,0,0
1409.730625906861,8,1,0
7996.164630900103,7,0,0
7136.362362986679,1,0,0
9225.768817961183,8,0,0
5703.197951864452,2,0,0
9005.176391061672,9,0,0
1761.9590734482615,4,1,0
1873.3199188945437,5,0,0
8147.601455111508,9,1,0
4746.996552582379,7,0,0
6720.289837214509,8,0,0
164.4115991233856,3,1,0
878.3336779933627,3,0,0
3991.0622966297606,8,0,0
680.0940091103905,1,0,1
3899.0631842793455,2,1,1
1842.211053435804,1,0,0
7377.637468616386,7,1,0
8921.545086219361,4,0,0
7462.988343861579,2,0,1
2806.539630489969,9,1,0
9622.103759260674,2,1,0
8625.013450379984,4,0,0
6015.138967314656,6,0,0
1995.1696585263824,8,0,0
6245.247589412849,3,1,1
5235.747463259787,1,1,0
3469.9964837159528,7,0,0
2553.860141090001,8,0,0
1873.8348882714981,2,1,0
2942.982524202289,9,1,0
643.1159550229497,6,0,0
1016.7722337604922,8,1,0
9110.162573093487,6,0,1
1204.746516923634,2,0,0
2586.297977477691,9,0,0
210.5112657994864,7,0,0
5990.598257128396,5,0,0
5032.176697023867,6,0,0
9473.013288064749,9,0,0
5330.568431190342,3,1,1
1186.3333180725099,6,0,1
6850.464413813254,2,1,1
4095.439914698556,8,0,1
1074.9165488063802,6,1,0
1572.8060562841497,6,0,0
9283.902440251377,1,1,0
9083.57620080687,1,1,0
6833.237666429405,3,0,0
2101.399740133736,7,1,0
2379.8956494425847,6,1,0
1129.268632658843,6,0,0
1930.9672978986212,6,0,0
674.2977109941072,2,0,0
3898.1247705542896,4,0,0
6354.585572167762,5,1,0
2806.991145666239,7,0,0
5410.944864884964,1,0,1
6315.074873712656,6,1,0
234.4683901179728,3,1,0
6653.716378717092,4,1,0
8648.576538787982,7,0,0
4977.51257386493,8,0,0
7012.681623276609,5,1,0
4295.650333476433,7,0,1
9209.21040734755,8,0,1
5928.221542931804,4,0,0
6603.240619881449,8,1,1
5769.399590387393,5,0,0
3053.0915540419733,2,0,1
3748.965249603642,4,0,0
2793.6781777237484,5,0,0
469.56639379730996,3,0,0
5325.813717800504,3,0,0
1826.4314223989352,7,1,0
5767.120718066463,3,0,0
1438.4869037078302,9,1,0
8076.327150088985,8,0,0
5903.277691677785,4,0,0
8266.310086416339,8,0,0
6337.703527539131,4,0,0
4287.55964168997,9,0,0
5588.458454860693,6,0,0
6495.610918139475,8,1,0
2747.811654665188,2,0,0
8390.591883594881,4,1,0
6236.748287007304,9,1,0
6912.468003643635,7,0,0
7617.491210857548,6,1,0
5249.868781806844,8,0,0
1196.9909835180385,5,0,0
8996.74998701294,4,0,0
479.1900080827999,5,0,0
1050.0447340258927,8,0,0
3258.581387047203,5,1,0
263.60969304684517,2,0,0
1401.3280059072388,4,0,0
8968.686592017988,8,1,1
5031.763442056326,6,0,1
8450.304356584851,5,0,0
6794.232168253451,1,0,0
1190.466627940346,2,0,0
4850.384622058303,5,0,1
7022.649103804456,8,0,0
6162.342479541642,7,0,0
3845.073301518382,1,1,1
417.34366413209153,4,0,0
6950.017743835723,9,1,0
1914.970329430029,7,1,0
6689.745767045066,6,0,1
5687.402947321361,1,0,0
2057.7931112040515,9,0,0
4921.242592417155,3,1,0
3230.3149112974825,4,0,0
3588.0455531480766,9,0,0
7413.79528640769,4,1,0
5720.410767804299,2,1,0
7638.42188365601,1,0,0
8214.360473673409,4,0,1
8972.131496926246,4,0,0
8422.76804212573,9,0,0
7724.7252452736075,3,0,0
2481.0075364145446,1,1,0
416.88073516651167,9,0,1
8964.394827025986,1,0,0
721.1745981176875,9,0,0
2694.086820255611,1,0,0
4257.882909647642,2,0,0
9495.711030339844,3,0,0
1822.5399965470751,1,0,0
6279.305220039794,5,0,0
3803.1271575909964,3,0,0
369.06331522945345,6,1,0
9632.593169011707,7,0,0
1417.8330074978787,4,0,0
8030.505951494134,6,1,0
1026.8069014778334,9,0,0
894.0400954986758,3,0,0
5020.147783925124,8,1,0
4721.046123616082,4,1,0
4538.355459132796,8,0,1
9800.525427101915,4,1,0
8192.832153565254,7,0,0
987.3632649035047,9,0,0
7757.520890783156,2,0,1
8901.153364757487,2,0,0
7950.164922381067,3,1,0
3243.5555716783942,6,0,0
4281.134773401911,6,0,0
1109.418726031491,6,0,0
9844.177785228485,7,0,1
8775.945415135258,7,0,0
7610.2426356828055,7,0,0
5847.299976111772,6,0,1
7580.882643539047,4,0,0
2872.547108761561,6,0,1
9699.399423098323,2,0,0
5248.6587905825245,3,0,0
7322.619478695937,8,1,0
3414.627367127648,4,0,0
2071.273846873867,8,0,1
5558.762738970248,7,0,0
9504.610725924822,7,0,0
3649.055911870274,8,1,1
9384.021163642168,6,1,0
7135.31542435772,9,1,0
921.1489694564168,3,0,0
2409.054731594149,7,1,1
131.42320215126523,6,0,0
1184.0872053032779,2,0,0
8873.255298337503,8,1,0
1020.2155344666745,9,0,0
4380.374471017053,4,0,0
9869.000496639168,1,1,1
4765.743517969006,7,0,1
5193.19219068946,5,1,1
119.84832829821997,9,1,0
6423.896145081335,4,1,0
1177.8114266765572,8,0,0
9905.146368586726,5,0,0
206.9082721660979,6,1,0
6061.690445375302,1,1,0
8172.549988783307,2,0,0
2500.4293691972607,8,0,1
4968.698809540351,2,0,0
3892.886123997925,5,0,1
1671.1708538732332,3,0,0
4943.0180076802635,8,0,1
9612.293732600903,4,0,0
7075.313956790852,9,0,1
786.5690232801985,4,0,0
6412.338700584114,4,1,0
3463.502975104155,4,0,0
3260.7429846110845,3,1,0
376.465196877073,7,0,0
7124.670421261883,1,1,0
3563.170437484842,5,0,0
9461.69346671499,1,0,1
2589.861439106594,2,0,0
8663.099696291603,6,0,0
2864.2637419557886,7,1,0
140.81362131745303,7,1,0
2383.9990644840727,8,0,0
6079.37307049537,3,0,0
7382.955828099441,7,0,0
1141.248077949145,1,1,0
7536.248070736827,4,0,0
8174.049780010147,2,0,1
8946.576746671974,9,0,0
3260.050004325011,1,0,1
5378.582073349849,4,0,1
6138.017807398541,9,0,0
754.7609303609105,1,0,0
1853.3649833702095,1,0,0
2137.5119734740183,7,1,0
2825.7291999862655,2,0,0
590.2552855603126,5,0,0
6969.5417305301535,2,0,0
1742.0022169946008,5,1,0
9395.59442622625,3,1,0
2272.6927942274,3,0,0
5081.027683057706,5,0,0
6377.924715967083,1,0,0
6922.033024950006,3,0,0
6436.449302239108,1,1,0
6960.529402956326,8,1,0
5192.718311216227,2,1,1
8768.888711249878,6,1,0
8523.293188182215,5,0,0
8912.51970584373,4,0,0
9997.179556128445,5,0,0
2928.525038866829,9,1,0
4513.88532032728,7,1,1
4040.7938334618466,5,0,0
3124.103457277527,2,0,0
9473.360562722035,2,0,0
862.6431841056522,5,1,0
3987.705248973524,5,0,0
7467.4491371290615,7,1,0
4100.022405390491,5,1,1
314.6974968911038,8,0,0
948.8795790102813,9,1,0
2253.8021811704198,6,1,0
3341.6567251945303,2,0,0
5978.15689068138,2,0,0
6206.892418021112,2,0,0
1717.1669980267575,2,0,1
6778.8679748044015,7,0,0
3768.8332594538483,1,0,0
2586.8368608744045,1,1,0
4013.6229781445068,4,1,0
4014.5056534687624,2,0,0
8307.887883799414,8,0,1
9398.922914898616,6,0,1
5227.210167947495,6,1,0
9247.689246602842,1,0,0
56.273909815982556,7,0,0
1143.6004771934847,2,0,0
8722.517850352073,2,0,0
7148.813267773623,9,1,0
6970.404281987865,4,0,0
585.0120125662764,9,1,0
3358.6204440425504,4,0,1
9429.667942086066,3,0,0
9448.209641525456,3,1,0
4247.065406310836,3,1,0
2951.7129378237573,8,1,0
2781.0380179815156,8,1,0
7328.3952511304005,9,1,0
1878.5670480896586,8,0,0
5398.028996737351,1,0,0
5668.382356566003,7,0,0
9321.861642011288,9,0,1
6942.544960226329,8,0,0
2939.1756092636647,5,0,0
6530.933617440228,7,0,1
3150.4162509525036,9,0,0
1479.264074481089,8,0,0
7227.296631462438,4,0,0
275.05671669945895,8,1,0
9862.245337351233,1,0,0
4353.925112651425,6,0,1
5431.01990072869,8,0,1
8103.0328128450155,6,0,0
1495.1406502535983,2,1,0
5125.809652409817,9,1,0
6455.276176190404,7,0,0
4413.219841912899,9,0,0
5983.02078832274,7,1,0
5167.840479528941,4,0,1
5252.316752006056,5,0,0
2858.1007352515326,5,0,0
6592.650179682412,8,0,0
2741.3366485877555,8,0,0
9872.888531856295,6,1,0
6818.212195017053,1,0,0
8419.869479815137,7,0,0
9823.962382916978,3,0,0
5471.635690639364,2,0,1
7753.576905377535,7,0,0
4510.935911747834,1,0,1
8354.671930936487,9,0,1
6379.1991388385795,7,0,0
5375.694352767292,4,1,1
5205.47953156633,9,1,0
2793.1174869292668,6,0,0
8512.8553484534,5,1,0
1279.334521392329,6,0,0
2380.1183840930325,6,0,0
9718.103006382396,9,0,0
4195.065240550433,6,0,1
2431.6732268266514,9,0,1
7702.235595455122,4,1,0
3227.570864175951,5,1,0
2227.501897710165,7,0,0
9656.664010414848,8,1,0
7853.907854316206,2,1,0
9549.104153825308,2,1,0
3424.7553434617807,4,0,0
9540.969762314637,3,0,0
8129.8676769024505,2,0,1
7508.641368892175,2,0,0
8036.7744945446375,3,0,1
2687.9557718205338,3,1,1
6205.124652037352,1,1,0
6517.689679635124,8,0,1
5945.36584636783,6,0,0
2471.556312058677,3,0,0
1624.6708538051917,6,0,0
3887.817562803154,6,0,0
5960.431018672364,5,0,0
6523.09298243098,4,0,1
837.1586925720134,7,0,0
8001.161692878161,1,0,0
5773.269807417328,8,1,0
1537.062800451477,7,1,0
6204.52683172585,5,1,0
9626.857662632472,2,0,1
6638.3826733894775,8,0,0
4550.865237030054,6,0,0
8927.79039365898,5,0,0
7162.562566185501,2,0,0
7478.617707960749,6,0,0
3928.518010546326,3,0,0
6963.3376687829805,3,0,0
779.029299189642,6,0,1
1713.5359956360423,2,0,0
7259.937888799716,9,0,0
9929.71831323181,7,0,0
5912.424273084417,3,0,0
5193.987875775547,8,1,1
5816.569832011896,1,0,0
1169.5656786640932,6,0,0
6322.053749576295,3,1,0
8632.403224497179,1,0,0
1396.8834547676072,4,0,0
8063.9507851326825,3,1,1
2166.0520646934633,1,1,0
5118.310564620769,2,0,0
4930.251761250451,5,0,0
5738.644502351628,2,0,0
461.7345143608322,4,0,0
8156.459670263794,4,0,1
402.72827701257836,4,1,0
464.00933961116414,1,0,0
7456.940347101457,7,0,0
5524.951336711282,5,0,0
9501.119050837542,9,0,1
3971.462395389489,4,0,0
2893.419226870155,7,0,0
