amount,transaction_velocity,new_device,new_location,is_fraud
65.66806580478288,3,0,0,0
372.48835041035375,2,0,0,0
393.31421318413135,3,0,1,0
1307.8757839577409,2,0,0,0
1014.8893589260199,0,0,0,0
2182.251912401515,2,1,0,0
639.0661333763098,1,0,1,0
127.3723936155019,2,0,0,0
1249.1263443165994,2,1,0,0
1430.392753076864,4,0,0,0
823.8874948858288,0,0,0,0
1473.8899667213645,2,0,0,0
680.814731510278,0,0,1,0
739.6788387772671,0,0,0,0
557.8141939084273,1,0,1,0
25.74777399011373,2,0,0,0
114.16743519186583,0,0,0,0
31.933681293053823,1,0,1,0
1011.7295509275494,4,0,0,0
377.39670879509987,3,0,0,0
710.43717713419,4,1,0,0
2381.2655298459754,2,0,0,0
286.73882298329835,2,0,0,0
528.2819748826726,2,0,0,0
1408.7491475385834,1,0,0,0
259.805156917394,1,0,0,0
80.10427855017636,1,1,0,0
342.1403038870571,1,0,1,0
175.80835850006284,3,1,0,0
2654.9500858806246,2,1,0,0
1650.8870804845694,2,0,0,0
1003.494190520531,2,0,0,0
2051.519730520813,0,0,0,0
1627.9689407405565,1,0,0,0
206.49547635863908,4,0,1,0
2230.813405235561,2,1,1,0
775.099901966172,4,0,0,0
1647.3482913035662,4,0,0,0
2264.2426492862314,2,0,0,0
382.7307164183185,1,1,0,0
116.59216012385083,3,0,0,0
258.68674613938134,3,1,0,0
557.0576927486144,1,1,0,0
1703.829726638945,1,0,0,0
1971.3449718798333,4,0,0,0
6.976409181650647,1,0,0,0
714.8761593385558,4,0,0,0
540.2733209186713,0,0,0,0
251.1673382758245,3,0,0,0
127.68039154564681,3,0,1,0
411.9085798624325,3,0,1,0
2863.1211226911496,2,0,0,0
390.3838028814744,1,0,0,0
731.4528057601519,0,0,0,0
1214.0869768808548,2,1,0,0
451.97449896696236,2,0,0,0
3567.7981382916996,2,0,0,0
3282.009864541398,3,0,0,0
290.06129499220526,3,1,0,0
687.6592784638473,1,0,0,0
357.9304600790468,2,0,0,0
335.2496763810817,1,0,0,0
37.584477765522536,2,0,0,0
940.4920709825931,0,1,0,0
698.5196328296385,1,0,0,0
52.85108738039248,1,0,0,0
326.6259210103694,2,0,0,0
2388.8609510893402,1,0,0,0
273.86055214207704,1,0,0,0
156.53086098546976,2,0,0,0
672.2721094736362,4,0,0,0
4244.03698261526,0,0,0,0
277.1448135597262,1,0,0,0
1115.1550102972933,4,1,0,0
1433.8876262394629,2,0,0,0
271.3331723358058,1,0,0,0
1302.748928492316,1,0,0,0
458.522799264304,3,0,0,0
1000.5037477317713,1,1,0,0
1003.8378271376382,3,0,1,0
767.3852499523488,3,1,1,0
94.62915881162095,2,0,0,0
1803.644794246297,2,1,0,0
386.8102936673966,4,0,0,0
206.43210660755653,1,0,1,0
41.629759794345205,1,0,0,0
893.7784045945834,2,0,0,0
1131.8517342673488,1,0,0,0
16.72694755847062,3,1,0,0
717.6305845494884,3,0,0,0
256.8241470549577,4,0,0,0
1036.124341547692,1,1,0,0
191.60422253913376,1,0,0,0
1174.212527567719,1,0,1,0
488.9587009811018,1,0,0,0
2760.343817804307,2,0,0,0
147.94441343927895,0,1,0,0
417.13243399517177,1,1,0,0
120.44428503699642,2,0,0,0
2586.1903971507236,4,0,0,0
2098.333707160994,0,0,1,0
298.3273700614889,0,1,0,0
1078.7627390439145,1,0,0,0
1699.4840726392213,1,0,0,0
810.132360686508,4,0,0,0
754.2794101939461,2,0,0,0
276.8770454379031,2,0,0,0
97.72614047494073,2,1,0,0
2275.123225194523,5,0,0,0
2306.774427648427,3,1,0,0
1002.6699194828848,4,0,1,0
414.0465098113239,3,1,0,0
429.5676158116439,0,0,0,0
1294.4654297271181,3,0,0,0
2274.0973491072523,2,0,1,0
2181.1325693966132,3,0,0,0
1513.5621919309033,3,1,0,0
1027.310693567705,1,0,0,0
87.89172619608405,1,0,0,0
176.2942146834115,4,1,0,0
2288.2305001775057,0,1,0,0
932.4939469655895,2,0,0,0
9.23960561099441,3,1,0,0
106.99690143594933,1,0,0,0
1089.162387290241,0,0,0,0
5.074437051797003,3,0,0,0
175.31581610419906,2,0,0,0
795.6978461389317,1,0,0,0
1177.3152866548126,2,0,0,0
1055.4414821352486,1,0,0,0
253.9498673080245,0,1,0,0
1245.4172888985388,2,0,0,0
270.82375905280594,0,1,0,0
393.6349089180844,3,0,0,0
1372.3575516657907,2,0,1,0
1048.773814302768,4,0,0,0
1891.956077463401,1,0,0,0
1071.8132881697625,0,1,0,0
840.0443055872574,0,0,0,0
98.35706144841049,4,0,0,0
458.41630720702005,0,1,0,0
308.1601478588312,5,0,0,0
279.70020366242125,0,0,0,0
3612.309406162926,3,0,0,0
499.3874970400238,2,1,0,0
2226.055211248523,1,1,0,0
997.3343857364831,1,0,0,0
1583.8252526883998,1,0,0,0
698.4353243887705,2,1,0,0
860.155902641585,3,0,0,0
678.2934333416935,2,1,0,0
217.2148953252385,3,0,0,0
1281.7618030658039,3,1,0,0
329.57736836626293,1,0,0,0
24.616481080688615,2,0,0,0
1036.968786295274,2,0,0,0
194.9335702248227,2,0,0,0
2821.083147273303,4,1,0,0
3077.5624127880233,1,0,0,0
2463.5098846338415,0,1,0,0
462.28739649736673,1,0,0,0
15.577315371944383,2,0,1,0
2635.52345733189,0,0,0,0
558.9382770530614,1,0,0,0
3400.842016122056,0,0,0,0
3313.7354761302054,2,0,0,0
1917.387017179419,2,0,1,0
348.7760681721603,3,0,0,0
486.29193209869356,0,1,0,0
1904.7266524780798,5,0,0,0
381.1462314307171,5,0,0,0
185.71861629575477,1,0,0,0
813.7369920602277,4,1,1,0
2751.2934708070416,2,0,0,0
1190.8255977579372,3,0,0,0
844.1123364356555,2,0,0,0
102.22819734932288,3,0,0,0
954.5307155177177,2,0,0,0
4610.569747846317,2,1,0,0
150.92058664226414,2,0,0,0
730.4953249815037,2,0,0,0
2098.6086379007943,0,0,0,0
1350.0342483536701,4,1,0,0
1194.074425301673,4,0,0,0
1212.28755622449,1,0,0,0
445.4923423149491,3,0,0,0
347.56208426709514,0,0,0,0
1657.3745072597123,2,0,0,0
1661.3281990870287,0,0,0,0
2017.9500473679147,3,0,0,0
2444.6159618366364,2,0,0,0
716.0932369329037,1,0,0,0
696.1843775511992,0,0,1,0
1600.9499323084874,0,1,0,0
1049.7190748878002,4,0,0,0
1210.550648511517,2,0,0,0
1588.6194749542049,2,0,0,0
2207.323476346767,3,0,0,0
412.4824071376542,5,1,1,0
470.93678872755635,3,1,0,0
98.69603918736055,0,0,0,0
863.4140266094347,0,0,0,0
36.604104210856995,2,0,0,0
626.6069481821096,2,1,0,0
782.294585687126,2,0,0,0
337.6306603145225,3,0,0,0
893.6325301461753,0,0,0,0
30.975062101474546,0,1,0,0
38.06349928278938,3,0,0,0
1729.351369538136,2,0,0,0
446.5850242077447,3,0,1,0
135.88904129742798,1,0,0,0
738.6535882790156,3,0,0,0
1469.6479404457352,3,1,0,0
243.11800342990335,1,1,0,0
975.2196186564929,3,0,0,0
89.21102898989729,4,1,0,0
53.0650959103094,2,0,0,0
757.9089406255209,1,0,0,0
777.9104426947422,4,1,0,0
1014.5374482046159,1,0,0,0
1294.9605629166842,1,0,0,0
3723.557008699993,3,1,0,0
726.2911192303562,1,0,0,0
390.0197141059788,4,0,0,0
1585.6539797326864,3,1,1,0
315.8514654361373,0,0,0,0
577.9834312733013,2,0,0,0
81.7051685836699,3,0,1,0
25.67760954147438,2,0,0,0
3287.379923268602,1,0,0,0
1807.7676421150625,4,0,0,0
1190.6427327993417,1,0,0,0
525.8596444651419,1,0,0,0
190.30653614210874,0,0,1,0
170.12074157285414,3,0,0,0
288.0059891265836,0,1,1,0
796.7906483133146,2,0,0,0
1253.8492877767758,1,1,0,0
1079.3903496967985,1,0,0,0
328.41226138899594,2,0,1,0
3098.1034985563065,4,0,0,0
1339.0174048752262,4,0,0,0
808.2304819313313,3,0,0,0
946.0304720374351,4,0,0,0
544.0378655320513,1,1,0,0
284.6612922740635,2,0,0,0
440.0141293231124,1,1,0,0
1418.1818477567133,1,0,1,0
14.498079720804276,4,0,0,0
123.38039223997605,2,0,0,0
47.09437695252053,0,0,0,0
41.581451917292426,3,1,1,0
1934.2030336156586,1,0,0,0
1216.2406117006883,2,0,0,0
642.7845944128924,2,0,0,0
102.95691844781325,0,0,0,0
676.5179657972333,2,1,1,0
641.4503320943712,5,0,1,0
190.19471280022498,2,0,0,0
568.8991313023238,3,0,0,0
508.3366145832069,0,1,0,0
956.7224329131345,2,0,0,0
1008.1145360409121,1,0,0,0
46.36232402053473,3,0,0,0
469.3840046550615,2,1,0,0
983.1249947827285,1,0,1,0
699.4394526077897,2,0,0,0
1941.3494531754386,1,0,0,0
1074.9747640549979,2,0,0,0
177.8528687673073,5,0,0,0
73.18243625624083,3,0,0,0
1028.394147108891,4,0,0,0
26.86907266739443,2,0,0,0
881.3473778072906,2,0,0,0
2817.255455387152,0,0,0,0
856.7824455775444,2,1,1,0
491.3006922239073,1,1,0,0
1030.827157844982,1,0,1,0
612.9559740510913,2,0,1,0
788.8143605763202,3,1,1,0
2838.127146232999,1,0,1,0
487.9275273501871,2,0,0,0
3249.091861506754,1,1,1,0
2357.576183769919,2,0,0,0
217.89626094045,1,0,0,0
71.88415530315702,1,0,0,0
106.22533548163021,3,0,0,0
18.389887847233705,3,0,0,0
99.20501165575413,1,1,0,0
1148.874872577167,0,0,0,0
73.84962694642702,3,0,0,0
384.1571882948685,3,1,0,0
1863.526040097277,3,0,0,0
23.54700318071151,0,0,0,0
1684.5305061859585,0,0,0,0
331.08346683962947,0,1,0,0
125.75011982910763,4,0,0,0
1193.1554084399133,1,0,0,0
991.3991764332203,3,0,0,0
2099.4158140869467,0,0,0,0
1328.2935787644003,0,0,0,0
1626.9958059939781,4,0,0,0
331.3338623067386,1,0,1,0
195.33329604044698,2,0,0,0
1388.7563960054247,4,0,0,0
1644.2091832434196,1,0,0,0
4657.004890140231,0,0,0,0
532.079354152605,1,1,1,0
465.2439119617327,2,1,0,0
1497.954503343587,1,1,0,0
416.73367093075314,1,0,0,0
2670.1379243993265,1,0,0,0
1954.8391571662492,3,0,0,0
560.3556094421597,1,0,0,0
1389.784716495461,1,0,0,0
1404.6329868550172,3,0,1,0
108.83751880671802,1,0,0,0
2328.445680867632,2,0,0,0
703.7074897567544,0,0,0,0
1751.33255752333,1,0,0,0
385.7354261645083,3,0,0,0
2258.7905145459263,1,0,0,0
492.9884540601712,4,1,0,0
10.896806615175478,2,0,0,0
2357.9072969624535,0,0,0,0
95.72561054847526,4,1,0,0
384.65363338503886,2,0,0,0
2996.9723831882857,1,0,0,0
3007.9495401039894,1,0,0,0
851.9972910552638,2,0,0,0
999.2300803905247,1,0,1,0
595.0146636228576,2,0,0,0
347.02277874619705,2,0,0,0
398.48633455038976,1,1,0,0
1116.3235799285062,1,0,0,0
1395.8378736630773,5,0,1,0
1568.1954162211487,1,0,0,0
1558.8310318487418,6,0,0,0
95.63694654031944,4,1,0,0
682.049596573356,2,0,0,0
59.28170644873779,1,1,0,0
797.461315695393,1,0,0,0
582.5552749872835,3,1,0,0
2186.6186642208013,2,0,1,0
432.1916194678851,1,0,0,0
124.50597755245087,4,0,0,0
154.30765454211937,2,0,0,0
1433.4305470790937,1,0,0,0
962.905679748035,3,1,0,0
106.60871224538545,2,0,0,0
87.85552166860508,4,0,1,0
1207.2084716530997,4,0,0,0
75.54608952579714,1,0,0,0
1725.1858538085814,4,1,0,0
1224.999753130005,0,0,0,0
84.84875058031206,3,0,0,0
88.6538677778067,3,0,0,0
4315.458562058092,2,0,0,0
468.8375825522896,3,0,0,0
463.0552604753125,1,0,0,0
1675.5754032826771,4,0,1,0
2942.1645379632437,3,0,0,0
4268.773939601984,0,0,0,0
1399.8992301163419,2,0,0,0
472.02099961912563,1,0,0,0
87.19399369795725,0,0,0,0
1501.2425404546257,3,0,0,0
817.3604075614929,1,0,0,0
552.0331253049737,1,0,0,0
2368.2376754780903,1,0,0,0
117.88020797188024,4,1,0,0
678.5051093729543,3,0,0,0
11.418589432541669,0,0,0,0
632.3543695829262,1,0,0,0
57.95043106592578,4,0,1,0
126.49099593117121,2,1,0,0
125.02623200745627,1,1,0,0
1047.5683864069715,2,0,0,0
1370.5977175964726,1,0,0,0
875.5537772028686,3,0,0,0
3274.720209102377,3,0,0,0
469.79657792026717,6,0,0,0
336.4691574205587,1,1,1,0
2029.5025381702296,3,0,0,0
253.08206773185339,1,1,0,0
3302.870106251911,4,1,1,0
12.228944358969308,2,1,0,0
3502.526922879482,3,0,0,0
44.1189986185019,1,0,0,0
2217.721229160009,2,0,0,0
750.1432503493903,2,0,0,0
4956.828607926032,2,0,0,0
76.66137595445494,1,0,0,0
807.1096637333488,4,0,0,0
3483.575221256005,1,0,0,0
740.4439331810439,1,0,0,0
992.6282903811874,2,0,0,0
1189.9012381167743,2,0,0,0
606.1277556769509,5,0,0,0
987.6741730080221,0,0,0,0
877.8258618057556,0,1,0,0
2314.2327694826477,2,0,0,0
46.51146174348098,1,0,0,0
329.8427258987585,4,0,0,0
3003.9960058609313,4,0,0,0
2209.6758284534862,2,0,1,0
608.17526195962,1,1,0,0
967.9330287389772,1,1,0,0
324.87341989513016,4,0,0,0
208.4041614360645,1,0,0,0
623.0585988040988,8,0,1,1
435.95353461673335,0,0,1,0
876.243706006643,1,0,0,0
80.92228443318479,3,0,0,0
3664.9601225225674,1,0,0,0
4283.865575552539,3,0,0,0
1197.8638819127893,2,0,0,0
768.0784344120899,2,0,0,0
370.37930155436,1,0,0,0
1680.9071674879967,2,0,0,0
1154.3295836488157,0,0,0,0
177.47365410048837,1,0,0,0
2418.3010919991275,0,0,0,0
1728.9945113672713,5,0,0,0
2991.738525033436,4,0,0,0
1293.6040041961344,3,0,0,0
950.4040195913727,1,0,0,0
541.7025065931134,2,0,0,0
2699.0183615471183,1,0,0,0
2010.3923800469202,4,0,0,0
46.272938653122786,1,0,0,0
26.720816866511363,0,0,0,0
472.34776158326287,3,1,0,0
1663.6477229960863,1,0,0,0
4364.275468220168,3,0,0,0
163.0095099344797,0,0,0,0
901.7241302157357,2,0,0,0
479.47369975809613,2,0,1,0
3503.7085543759626,1,1,0,0
1845.9132074336346,3,0,0,0
1822.1900464698572,3,0,0,0
632.4155711397735,1,0,0,0
535.834936327349,1,0,0,0
319.3888921500612,3,1,1,0
58.02696384483622,1,0,0,0
2000.4261400033104,0,0,0,0
1676.1174392499229,1,1,0,0
8172.445597818083,3,0,0,0
5694.873400744333,4,0,1,0
810.651592641394,2,1,0,0
1465.2830902062608,0,0,0,0
2896.171682874436,2,0,0,0
1894.7720147092457,1,0,1,0
284.15244458114654,3,0,0,0
598.8268273998644,2,0,0,0
138.29634431308867,2,0,0,0
3080.223786441709,2,1,0,0
931.8477025886182,0,1,0,0
259.6037254184837,3,1,0,0
1113.8295391732502,2,0,0,0
962.6704347430717,0,1,0,0
443.4204622971061,2,0,0,0
120.53912139846928,2,0,0,0
1113.4412835191022,2,0,0,0
734.6104241860377,2,0,1,0
1479.8070809605151,3,0,0,0
734.3098604235151,1,1,0,0
1911.770111308484,2,0,0,0
802.7541190214876,2,0,0,0
823.1145809801471,3,0,0,0
2092.7586432297717,2,1,0,0
516.647313988117,4,0,0,0
143.88795539029894,2,0,0,0
29.205021432094686,1,0,0,0
1407.0574526625855,1,0,0,0
968.3989670606796,0,1,0,0
1217.6653477978764,2,0,0,0
239.48149349344348,4,0,0,0
146.61255122827865,1,0,0,0
14.651476265668782,0,1,0,0
431.6872615150693,2,0,0,0
891.3973756649445,0,0,0,0
497.9818675611507,0,0,0,0
575.3195628284312,3,0,0,0
2345.0615229814416,2,1,0,0
428.1026144251117,3,1,0,0
721.5250280723211,1,1,0,0
1530.8717377197017,1,1,0,0
505.0801312991797,2,1,0,0
973.0904753530854,4,0,0,0
1983.1406436843067,3,1,0,0
2986.1904153746677,1,0,0,0
159.08187931483596,4,0,0,0
2611.662763042079,1,0,1,0
677.5027809955307,3,1,0,0
298.73545435139573,1,0,1,0
614.5869673706975,1,1,0,0
3913.6530975805917,2,0,0,0
678.4912926673597,3,0,0,0
398.6160321004998,1,0,0,0
1003.4862739576596,3,0,0,0
274.62846771560294,2,0,0,0
78.89530497623504,2,0,0,0
137.97521971241585,2,1,1,0
137.01842406700712,0,0,1,0
164.75990155667296,5,0,0,0
149.46006606751655,2,0,1,0
1024.0840510758064,2,0,0,0
200.74635703448163,0,0,0,0
424.1393157948052,4,0,0,0
2270.9741251283576,1,0,0,0
642.3811416465936,1,0,1,0
1101.2890836523804,5,0,0,0
189.12851711321647,0,1,1,0
213.55098099509507,2,0,1,0
41.72721271756531,1,0,0,0
185.0473440655809,3,0,0,0
326.54811863114554,2,0,0,0
194.81181748310794,5,0,0,0
92.88590786036757,3,0,0,0
128.55621349335252,2,0,0,0
617.6293433653791,2,0,0,0
231.09220634509657,1,1,1,0
452.9811155109185,0,1,0,0
700.0051847143304,1,1,0,0
1172.4574340125423,3,0,0,0
40.10573010001543,1,0,0,0
1606.4942438261196,1,0,0,0
988.5936903672964,0,0,0,0
85.29543037633427,2,0,0,0
2068.1346984880906,3,0,0,0
2536.6935463789277,4,0,0,0
63.02282756016341,2,1,0,0
324.17684312865083,3,0,0,0
1640.9351832266425,3,0,0,0
1379.3572402143084,2,0,0,0
203.9796320618005,3,0,0,0
234.89903118153325,0,0,1,0
462.7851100243697,2,0,0,0
662.6625646686144,2,0,0,0
963.001834058552,4,0,0,0
460.3125630003512,2,0,0,0
620.8911092209177,2,0,0,0
1376.2289403898424,2,0,0,0
37.372952321478465,2,0,0,0
290.9366218823972,1,0,0,0
1249.4918749560259,2,1,0,0
2255.7667543306134,3,0,0,0
716.7791122084009,1,0,1,0
759.5295023530689,3,1,0,0
113.36133854066338,3,1,1,0
593.1432460835508,1,1,0,0
760.6067990552899,1,0,0,0
277.6928032606533,4,0,0,0
313.67461187854383,2,0,0,0
473.66498480247196,1,0,0,0
20.275360750314515,1,1,0,0
388.72476125613576,0,0,0,0
237.55693562362987,2,1,0,0
396.74923023198266,3,0,0,0
127.56310328478126,2,0,0,0
2212.079899943025,1,1,0,0
900.3988138795597,1,0,0,0
1136.6329578930317,4,1,0,0
1556.7090323777913,1,0,0,0
690.0364218488851,1,0,0,0
90.93209451745585,3,0,0,0
770.2583632948225,1,1,0,0
883.9230578713735,1,0,0,0
1368.2166488084092,3,0,0,0
565.0346493829821,2,0,0,0
136.48466672931224,2,0,0,0
333.7621802617039,2,0,0,0
451.11482547462344,2,0,1,0
1038.2246116218616,3,0,0,0
845.7817212014196,3,0,0,0
440.2067596518062,5,1,0,0
4306.195772169813,1,0,0,0
930.8330084672093,3,1,0,0
270.79452875679993,1,0,0,0
107.34300462488686,0,1,0,0
165.88829258982588,2,0,1,0
282.30684939514094,3,0,0,0
175.16487495429402,1,1,0,0
206.4917454545804,4,0,0,0
335.60584821544654,1,0,0,0
190.402433662887,0,1,0,0
2270.751449355915,2,0,0,0
83.63571259200016,0,1,0,0
743.4123501127027,4,0,0,0
528.3055564893024,1,0,0,0
4038.6421660159203,2,0,0,0
118.8273456974049,1,0,0,0
507.2579937424304,1,0,0,0
3489.0596641267152,1,0,0,0
2006.2440619681547,2,0,0,0
1698.6630340361794,1,0,0,0
298.27508353350464,2,0,1,0
187.39953278648755,3,1,0,0
1104.5595986817837,4,0,1,0
2650.3850949599555,2,0,0,0
813.6504219047422,2,1,0,0
847.7275614585865,3,0,0,0
328.4750308106508,3,1,0,0
1467.4737584120885,2,0,0,0
207.07798214607084,3,0,0,0
391.08781311923264,1,0,1,0
554.1445500698305,4,0,0,0
708.4849626446985,0,1,1,0
277.6125835696058,5,0,0,0
121.98327214413544,2,0,1,0
943.1996574293565,1,0,0,0
340.5633684365418,1,0,0,0
870.4530682924436,1,0,0,0
167.6647527706798,2,0,1,0
656.1213780285276,1,1,0,0
760.5472481290778,4,1,0,0
53.21465145712133,3,0,0,0
410.3836013804232,0,0,0,0
144.34932683193162,2,0,0,0
65.47225877252488,0,0,0,0
4601.201311395324,0,0,0,0
389.13002251942027,2,0,0,0
1660.0706137698987,3,0,0,0
293.8888342934014,2,1,0,0
1144.1413510203515,2,1,1,0
1428.0662228282085,1,0,0,0
905.4465941691398,0,0,0,0
637.8566440452718,2,0,0,0
530.7578135053777,3,0,1,0
429.0433017039748,3,0,0,0
2652.5560482207807,3,0,0,0
1775.6070711417979,3,1,1,0
3353.1763894156916,0,1,0,0
132.72854183610556,1,0,0,0
1312.5513634605074,2,0,0,0
2786.1272652612406,1,0,0,0
199.9558097007977,4,1,0,0
68.81031747249688,0,1,0,0
1351.3931531886221,1,0,0,0
854.4271441986697,4,0,0,0
1844.0771413214777,1,0,1,0
150.5582464141926,2,0,0,0
1586.050111031868,4,0,0,0
225.17977306702295,2,0,0,0
178.715198965518,3,0,0,0
179.44465655995072,1,0,0,0
1685.1032825640086,2,1,0,0
1094.213639015969,1,0,1,0
740.3759563460444,3,0,0,0
444.4614016780681,3,0,0,0
2097.2026672943325,1,0,0,0
498.31274969744493,3,0,0,0
1696.0826628480697,3,0,0,0
578.2748811138804,3,1,0,0
473.1195658177371,2,0,0,0
621.1610598996026,0,0,0,0
358.6452754306421,4,0,0,0
1376.7773129369393,1,0,0,0
698.6028156955961,2,1,0,0
264.2425309970652,2,0,0,0
2298.3398495505835,1,0,0,0
484.33174235871127,2,0,0,0
784.2823821777635,6,0,0,0
2369.4956087096266,0,1,1,0
978.7993038573308,4,0,0,0
124.31461585777976,2,0,0,0
2810.616683932209,1,1,1,0
988.0769289348262,2,0,0,0
407.8263155513094,4,0,1,0
149.9768206164258,1,0,0,0
1580.001395680267,2,0,0,0
967.7755075628523,2,0,1,0
762.4138580490281,5,0,0,0
2243.303330536445,1,0,0,0
1553.990013696072,0,0,0,0
164.49132012634087,2,0,0,0
373.5625513958005,1,0,0,0
285.66961854883795,0,1,0,0
1362.3680618684116,1,0,0,0
34.107539857837935,1,1,0,0
843.713556386143,2,0,0,0
1437.413715859779,2,0,0,0
2093.667344385938,2,0,0,0
418.6745935450927,0,1,0,0
1721.8079635410031,3,0,0,0
117.24388509877734,1,0,0,0
1873.7439572116875,1,1,0,0
136.37963052807083,3,1,0,0
506.31463120986433,1,0,0,0
1596.00536332649,0,1,1,0
162.42178992041616,1,0,0,0
260.39302244475095,2,0,0,0
1281.0430976449054,2,0,0,0
1273.0961719916947,1,0,0,0
1024.8442087373908,1,0,0,0
1184.001709087617,4,0,0,0
782.4691011956381,3,0,0,0
290.0836992594099,0,0,0,0
424.1831937932634,1,1,0,0
200.40127451653183,3,0,1,0
2390.876139323652,3,1,0,0
875.6090546365986,1,1,0,0
512.2456594790224,2,1,0,0
619.9075063211633,3,1,0,0
2942.823736997211,1,0,0,0
166.46955012850069,0,0,1,0
882.444609108554,2,0,0,0
704.9944407931773,3,0,0,0
945.3443180030728,2,0,0,0
18.276180406497236,3,0,0,0
2056.6935225406964,0,1,0,0
2689.9885366912517,2,1,0,0
832.7154639433977,4,0,0,0
1192.8707405259581,4,0,0,0
2557.4693578456263,2,0,0,0
1228.3974533925182,2,1,1,0
165.5105091241217,1,0,1,0
858.7021498525602,1,0,0,0
933.220857034015,0,0,0,0
551.8745039228211,2,0,1,0
1333.490303883392,0,1,0,0
2723.6768857624747,1,0,0,0
2597.876213054117,3,0,0,0
599.3642963036176,0,1,0,0
120.17870455178418,2,1,0,0
4189.173989120706,1,1,0,0
1825.7181108184427,2,0,1,0
133.1459597170634,0,0,0,0
2536.307940963276,2,0,0,0
2039.4239312268635,1,0,1,0
731.5513859686492,3,0,0,0
894.7137868290748,3,0,0,0
509.1648434090136,2,0,0,0
56.31814924329379,2,1,0,0
408.2648863007411,2,0,0,0
1623.8079110661788,0,1,0,0
4.642784066342885,2,0,0,0
405.7138965901687,2,0,0,0
507.77809485467816,1,0,0,0
770.8830241238818,3,0,0,0
2523.9254761530415,1,0,0,0
425.17711089079006,1,1,0,0
426.1064859584953,2,0,0,0
1337.5089516655655,1,1,0,0
601.8777734923394,1,0,0,0
254.38247370272538,0,1,0,0
602.2823505761551,3,0,0,0
151.81992193138706,2,1,1,0
194.05450320809675,2,0,0,0
689.8880428028177,4,0,0,0
542.8762162560071,1,1,0,0
2463.2927352528127,3,0,0,0
450.03458303972826,2,0,1,0
868.9023837852719,2,1,0,0
1000.3907725178481,1,0,1,0
13.180944825659227,3,0,0,0
1089.268197035989,1,0,0,0
196.0586401992482,2,1,0,0
3245.9982722724267,1,0,0,0
160.9469043101801,3,0,0,0
535.5011145366069,3,0,0,0
89.21343765050312,1,1,0,0
5768.081615150759,2,1,0,1
697.5468656582261,0,0,0,0
904.8193240889457,2,0,0,0
69.43205082825416,2,0,0,0
1386.136255215999,0,0,0,0
235.6028382502632,3,0,0,0
2283.3148568116303,4,1,0,0
229.58882816083334,0,0,0,0
211.57042980881585,3,0,0,0
37.23434185767216,1,0,1,0
638.7857932954639,2,0,1,0
832.0441036761805,3,0,0,0
67.96694017915647,2,0,0,0
